1.000000000000000000e+00,1.969999999999999929e+01,5.000000000000000000e+00
2.000000000000000000e+00,2.469999999999999929e+01,5.000000000000000000e+00
3.000000000000000000e+00,3.169999999999999929e+01,5.000000000000000000e+00
4.000000000000000000e+00,2.430000000000000071e+01,5.000000000000000000e+00
5.000000000000000000e+00,2.000000000000000000e+01,5.000000000000000000e+00
6.000000000000000000e+00,4.079999999999999716e+01,5.000000000000000000e+00
7.000000000000000000e+00,4.160000000000000142e+01,5.000000000000000000e+00
8.000000000000000000e+00,4.829999999999999716e+01,5.000000000000000000e+00
9.000000000000000000e+00,5.029999999999999716e+01,5.000000000000000000e+00
1.000000000000000000e+01,5.600000000000000000e+01,5.000000000000000000e+00
1.100000000000000000e+01,5.400000000000000000e+01,5.000000000000000000e+00
1.200000000000000000e+01,5.579999999999999716e+01,5.000000000000000000e+00
1.300000000000000000e+01,6.629999999999999716e+01,5.000000000000000000e+00
1.400000000000000000e+01,7.209999999999999432e+01,5.000000000000000000e+00
1.500000000000000000e+01,7.279999999999999716e+01,5.000000000000000000e+00
1.600000000000000000e+01,8.020000000000000284e+01,5.000000000000000000e+00
1.700000000000000000e+01,4.829999999999999716e+01,5.000000000000000000e+00
1.800000000000000000e+01,6.379999999999999716e+01,5.000000000000000000e+00
1.900000000000000000e+01,7.550000000000000000e+01,5.000000000000000000e+00
2.000000000000000000e+01,8.559999999999999432e+01,5.000000000000000000e+00
2.100000000000000000e+01,6.300000000000000000e+01,5.000000000000000000e+00
2.200000000000000000e+01,6.579999999999999716e+01,5.000000000000000000e+00
2.300000000000000000e+01,1.044000000000000057e+02,5.000000000000000000e+00
2.400000000000000000e+01,7.209999999999999432e+01,5.000000000000000000e+00
2.500000000000000000e+01,9.940000000000000568e+01,5.000000000000000000e+00
2.600000000000000000e+01,7.850000000000000000e+01,5.000000000000000000e+00
2.700000000000000000e+01,9.179999999999999716e+01,5.000000000000000000e+00
2.800000000000000000e+01,1.132999999999999972e+02,5.000000000000000000e+00
2.900000000000000000e+01,1.095999999999999943e+02,5.000000000000000000e+00
